CO_ANO;CO_MES;CO_NCM;CO_UNID;CO_PAIS;SG_UF_NCM;CO_VIA;CO_URF;QT_ESTAT;KG_LIQUIDO;VL_FOB
2011;1;9011110;21;498;MG;1;817800;361;362400;949941
2011;10;9011110;21;764;SP;1;817800;317;317400;1636964
2011;4;9011110;21;628;SP;1;817800;83;83280;462419
2011;4;9011110;21;63;MG;1;817800;130;130800;483832
2011;1;9011110;21;23;PR;1;817800;703;702300;2358655
2011;11;9011110;21;87;SP;1;817800;708;708840;3463694
2011;7;9011110;21;244;ND;1;727600;184;184800;522613
2011;1;9011110;21;244;MG;1;727600;52;52200;149064
2011;7;9011110;21;764;MG;1;727600;108;108000;561806
2011;10;9011110;21;23;MG;1;717600;1511;1512000;7976378
2011;11;9011110;21;246;BA;1;517600;76;76800;252242
2011;3;9011110;21;232;SP;1;817800;38;38400;187938
2011;7;9011110;21;301;ES;1;727600;479;480000;1704384
2011;11;9011110;21;195;ES;1;727600;142;141600;474024
2011;11;9011110;21;249;MG;1;717600;1939;1940640;9682199
2011;9;9011110;21;351;MG;1;717600;19;19200;98042
2011;6;9011110;21;271;SP;1;817800;153;153720;897179
2011;3;9011110;21;249;ND;1;817800;954;955200;4141431
2011;6;9011110;21;628;ES;1;727600;324;324000;755601
2011;11;9011110;21;23;ND;1;717800;562;561600;1938082
2011;4;9011110;21;245;MG;1;717800;10;9600;34560
2011;4;9011110;21;249;BA;1;817800;395;396000;2036574
2011;4;9011110;21;744;MG;1;817800;90;90000;267300
2011;11;9011110;21;232;ND;1;817800;43;43200;187574
2011;4;9011110;21;246;MG;1;727600;213;213600;613562
2011;4;9011110;21;301;SP;1;817800;165;165600;630402
2011;3;9011110;21;87;ND;1;817800;250;250800;770045
2011;1;9011110;21;23;MG;1;717800;1980;1979940;7099878
2011;10;9011110;21;246;PR;1;717800;96;96000;341760
2011;9;9011110;21;301;MG;1;717600;58;57600;211968
2011;7;9011110;21;827;MG;1;727600;122;122400;445920
2011;7;9011110;21;607;ND;1;817800;19;19200;92794
2011;10;9011110;21;23;MG;1;717800;1515;1515000;7786319
2011;6;9011110;21;403;ES;1;727600;349;348600;1254623
2011;9;9011110;21;23;ES;1;927800;216;216000;506971
2011;7;9011110;21;493;ES;1;717600;741;741000;1865147
2011;1;9011110;21;573;SP;1;817800;313;312540;1184476
2011;11;9011110;21;151;MG;1;727600;77;76800;273024
2011;10;9011110;21;87;MG;1;727600;76;76800;343499
2011;3;9011110;21;249;BA;1;717600;194;194400;991440
2011;7;9011110;21;628;MG;1;717800;22;21600;130097
2011;7;9011110;21;163;MG;1;717600;19;19200;65280
2011;4;9011110;21;573;ES;1;717800;216;216000;511924
2011;4;9011110;21;845;PR;7;1015600;5;5040;20160
2011;4;9011110;21;158;MG;1;717800;19;19200;89920
2011;4;9011110;21;246;ND;1;817800;192;192000;620352
2011;1;9011110;21;438;ES;1;727600;96;96000;279252
2011;11;9011110;21;163;ES;1;727600;19;19200;67584
2011;10;9011110;21;676;SP;1;817800;192;192000;838750
2011;9;9011110;21;87;ES;1;927800;216;216000;510335
2011;4;9011110;21;275;MG;1;717800;151;151200;794376
2011;7;9011110;21;493;MG;1;817800;38;38400;202314
2011;7;9011110;21;538;MG;1;727600;151;151200;831600
2011;3;9011110;21;399;SP;1;717800;238;237600;1154736
2011;1;9011110;21;232;SP;1;817800;38;38400;184552
2011;2;9011110;21;249;PR;1;817800;1529;1527840;6126437
2011;9;9011110;21;23;MG;1;717800;1383;1382400;7446561
2011;10;9011110;21;431;MG;1;717800;38;38400;147840
2011;11;9011110;21;670;MG;1;817800;76;76800;404311
2011;9;9011110;21;301;ES;1;817800;38;38400;130560
2011;11;9011110;21;741;MG;1;817800;38;38400;212198
2011;8;9011110;21;249;ES;1;717600;407;408000;2046678
2011;8;9011110;21;246;ES;1;727600;677;679200;1953282
2011;11;9011110;21;87;ES;1;717600;19;19200;109761
2011;12;9011110;21;431;ND;1;727600;19;19200;51187
2011;8;9011110;21;245;ES;1;727600;160;159600;439115
2011;12;9011110;21;493;MG;1;817800;153;153600;1017392
2011;4;9011110;21;820;ES;1;727600;132;132000;431640
2011;2;9011110;21;245;BA;1;517600;85;85200;415440
2011;8;9011110;21;628;BA;1;817800;112;111600;612642
2011;2;9011110;21;474;PR;1;817800;38;38400;195140
2011;8;9011110;21;245;BA;1;517600;41;40800;212062
2011;2;9011110;21;474;MG;1;817800;38;38400;146247
2011;12;9011110;21;245;SP;1;817800;242;241200;1224714
2011;5;9011110;21;249;MG;1;727600;412;411960;1946852
2011;8;9011110;21;63;MG;7;1010900;638;634640;2653787
2011;8;9011110;21;59;ND;1;817800;154;153600;399360
2011;2;9011110;21;455;BA;1;817800;173;172800;794880
2011;2;9011110;21;455;ND;1;817800;19;19200;59597
2011;12;9011110;21;246;BA;1;517600;38;38400;91474
2011;8;9011110;21;365;ES;1;727600;174;172800;929376
2011;12;9011110;21;493;ES;1;727600;118;117000;219376
2011;5;9011110;21;249;ES;1;717600;506;506400;1185338
2011;5;9011110;21;628;BA;1;817800;35;35340;172188
2011;2;9011110;21;301;ND;1;817800;19;19200;59597
2011;5;9011110;21;161;MG;1;817800;56;56400;312345
2011;2;9011110;21;23;PR;1;817800;1169;1168800;4371663
2011;5;9011110;21;23;SP;1;717800;36;36000;189000
2011;8;9011110;21;845;ES;7;1015500;141;138600;474492
2011;12;9011110;21;195;ES;1;727600;116;115200;400896
2011;12;9011110;21;232;MG;1;717600;41;40800;163485
2011;12;9011110;21;158;ES;7;1010900;197;196800;510663
2011;5;9011110;21;190;BA;1;817800;19;19200;129719
2011;5;9011110;21;493;ES;1;727600;3238;3237000;8011058
2011;5;9011110;21;548;MG;1;817800;19;19200;84868
2011;12;9011110;21;756;MG;1;717800;19;19200;104764
2011;8;9011110;21;474;ES;1;727600;38;38400;141312
2011;8;9011110;21;301;ES;1;717600;19;19200;70656
2011;5;9011110;21;64;PR;1;817800;0;180;476
2011;12;9011110;21;59;MG;1;717600;58;57600;208512
2011;5;9011110;21;383;ES;1;727600;38;38400;135168
2011;5;9011110;21;827;MG;1;817800;96;96000;275520
2011;10;9011110;21;538;ND;1;817800;231;230400;1260745
2011;3;9011110;21;271;SP;1;817800;496;496980;2297521
2011;10;9011110;21;399;MG;1;817800;12071;11810480;64577910
2011;3;9011110;21;249;ES;1;727600;1211;1214440;4336788
2011;10;9011110;21;275;ES;1;727600;448;447000;815957
2011;9;9011110;21;301;MG;1;717800;80;81600;405516
2011;6;9011110;21;249;SP;1;817800;1950;1954380;9394277
2011;6;9011110;21;431;ES;1;727600;1136;1132800;4000080
2011;9;9011110;21;301;ES;1;727600;979;984000;3562719
2011;3;9011110;21;232;MG;1;817800;420;418800;1966200
2011;6;9011110;21;764;MG;1;817800;1501;1500000;8096136
2011;1;9011110;21;63;MG;1;817800;194;195600;655991
2011;7;9011110;21;764;SP;1;817800;647;646920;3056320
2011;3;9011110;21;493;MG;1;817800;171;172800;588597
2011;9;9011110;21;249;PR;1;817800;293;292800;1559048
2011;10;9011110;21;271;MG;1;817800;2628;2628000;14716813
2011;9;9011110;21;53;ES;1;727600;57;57600;217370
2011;1;9011110;21;628;MG;1;817800;1176;1179340;4813338
2011;1;9011110;21;670;MG;1;817800;38;38400;169156
2011;11;9011110;21;399;MG;1;817800;12022;12030320;65898275
2011;1;9011110;21;63;ES;7;1010900;1001;998280;2183723
2011;6;9011110;21;493;MG;1;817800;57;57600;345833
2011;6;9011110;21;87;ND;1;817800;139;139680;601572
2011;3;9011110;21;271;MG;1;717800;86;86400;341907
2011;9;9011110;21;764;MG;1;717600;108;108000;548813
2011;7;9011110;21;827;ES;1;727600;176;177300;647056
2011;11;9011110;21;69;MG;1;817800;637;642392;3553347
2011;3;9011110;21;493;ES;1;727600;231;231000;516418
2011;11;9011110;21;149;ES;1;727600;38;38400;199680
2011;11;9011110;21;386;ND;1;727600;200;200400;391782
2011;11;9011110;21;744;ES;1;817800;607;607200;2281558
2011;9;9011110;21;190;BA;1;817800;61;60540;337680
2011;9;9011110;21;195;ND;1;817800;45;45600;230691
2011;11;9011110;21;63;ES;7;1010900;933;927460;2712533
2011;3;9011110;21;111;MG;1;817800;19;19200;108999
2011;9;9011110;21;23;ND;1;717800;432;432000;2125872
2011;10;9011110;21;190;MG;1;727600;20;19200;74880
2011;3;9011110;21;249;BA;1;817800;469;468600;2278155
2011;7;9011110;21;820;ND;1;727600;1058;1058040;2886333
2011;10;9011110;21;245;ES;1;817800;758;757920;2041259
2011;1;9011110;21;87;PR;1;817800;235;235200;881921
2011;9;9011110;21;764;ND;1;717600;476;475200;2327055
2011;6;9011110;21;399;PR;1;817800;61;60780;331251
2011;11;9011110;21;431;MG;1;727600;345;345600;1213824
2011;9;9011110;21;195;ES;1;817800;506;506400;1678038
2011;1;9011110;21;246;MG;1;717600;475;475200;1170757
2011;9;9011110;21;573;MG;1;717600;38;38400;201485
2011;4;9011110;21;63;ES;7;1010900;1140;1135460;2982624
2011;11;9011110;21;23;PR;1;817800;219;219360;928315
2011;11;9011110;21;573;MG;1;717600;86;86400;457540
2011;10;9011110;21;190;ND;1;817800;141;141360;616934
2011;11;9011110;21;53;ES;1;727600;92;91200;372944
2011;1;9011110;21;493;SP;1;817800;57;57600;293153
2011;9;9011110;21;23;ES;1;727600;972;972000;2153848
2011;4;9011110;21;827;ND;1;817800;100;100200;349598
2011;3;9011110;21;676;PR;1;817800;77;76800;415338
2011;11;9011110;21;246;PR;1;717800;192;192000;677760
2011;9;9011110;21;375;MG;1;717600;19;19200;102586
2011;2;9011110;21;399;MG;1;817800;9016;9010040;36743072
2011;10;9011110;21;158;ES;1;717800;518;518400;1274227
2011;2;9011110;21;149;MG;1;817800;1725;1729940;7051634
2011;7;9011110;21;628;ES;1;727600;21;21000;51974
2011;9;9011110;21;151;MG;1;727600;37;37800;125292
2011;11;9011110;21;538;PR;1;817800;77;76800;392807
2011;2;9011110;21;271;MG;1;817800;863;862440;3806146
2011;7;9011110;21;386;BA;1;517600;38;38400;111788
2011;2;9011110;21;756;SP;1;817800;19;19200;77442
2011;2;9011110;21;63;MG;1;817800;212;213600;797247
2011;2;9011110;21;275;BA;1;517600;19;19200;90240
2011;2;9011110;21;744;ES;1;727600;1745;1744200;4792489
2011;2;9011110;21;676;SP;1;817800;451;450600;1829098
2011;5;9011110;21;386;MG;1;817800;7814;7835640;42395318
2011;8;9011110;21;149;MG;1;817800;1485;1489200;7604135
2011;12;9011110;21;827;ES;1;727600;1047;1050300;3909701
2011;12;9011110;21;301;ES;1;727600;520;521640;1860839
2011;2;9011110;21;676;MG;1;817800;584;585000;2710992
2011;2;9011110;21;63;MG;1;717800;150;151200;570854
2011;2;9011110;21;301;MG;1;717800;22;21600;68688
2011;2;9011110;21;158;ES;1;717800;518;518400;1166137
2011;12;9011110;21;69;MG;1;717600;183;182400;897467
2011;5;9011110;21;275;MG;1;817800;2136;2136600;10588448
2011;12;9011110;21;764;MG;1;817800;3209;3210000;15888318
2011;12;9011110;21;245;ES;1;717600;58;58380;289475
2011;5;9011110;21;161;ES;1;817800;19;19200;72427
2011;5;9011110;21;23;ND;1;717800;324;324000;1802447
2011;8;9011110;21;767;MG;1;817800;522;523200;3012294
2011;12;9011110;21;275;BA;1;817800;240;240000;1190476
2011;12;9011110;21;275;ES;1;727600;448;448200;879846
2011;12;9011110;21;246;MG;1;817800;134;134400;573397
2011;2;9011110;21;431;ND;1;727600;153;153600;426163
2011;12;9011110;21;399;ES;1;817800;18;18000;103140
2011;8;9011110;21;676;ES;1;727600;130;129600;294572
2011;12;9011110;21;249;BA;1;517600;980;984000;5028478
2011;12;9011110;21;249;BA;1;717600;154;153600;743424
2011;5;9011110;21;245;MG;1;717600;18;18000;43920
2011;12;9011110;21;628;BA;1;517600;17;16920;123567
2011;8;9011110;21;249;BA;1;817800;381;381000;1735599
2011;8;9011110;21;127;ES;1;727600;38;38400;129792
2011;3;9011110;21;386;MG;1;817800;7870;7884647;39329853
2011;8;9011110;21;607;ND;1;717600;18;18000;81114
2011;5;9011110;21;163;MG;1;717600;19;19200;62400
2011;10;9011110;21;628;MG;1;817800;2584;1688812;9408613
2011;6;9011110;21;607;MG;1;817800;462;465780;2264837
2011;6;9011110;21;573;MG;1;817800;969;966360;5377074
2011;6;9011110;21;245;MG;1;817800;2492;2492330;13006322
2011;9;9011110;21;249;SP;1;817800;1082;1083240;5905648
2011;1;9011110;21;87;SP;1;817800;1251;1252500;5210738
2011;9;9011110;21;69;MG;1;817800;704;709592;4007994
2011;6;9011110;21;791;SP;1;817800;86;86400;476705
2011;5;9011110;21;271;MG;1;717800;216;216000;852388
2011;3;9011110;21;249;SP;1;817800;3005;3008520;12241289
2011;6;9011110;21;63;ES;1;717800;105;105600;456060
2011;7;9011110;21;59;MG;1;817800;115;115200;339264
2011;7;9011110;21;249;MG;1;717600;1328;1330800;6456433
2011;1;9011110;21;850;MG;1;717600;739;739260;3091905
2011;1;9011110;21;245;PR;1;817800;197;196200;778519
2011;1;9011110;21;23;MG;1;817800;23076;23076180;83515972
2011;1;9011110;21;249;ES;1;817800;19;19200;101748
2011;3;9011110;21;275;MG;1;817800;2585;2587800;11567263
2011;11;9011110;21;249;SP;1;817800;1946;1946220;9545969
2011;1;9011110;21;403;ES;1;727600;546;547200;1546712
2011;4;9011110;21;603;MG;1;817800;185;185720;869258
2011;3;9011110;21;246;SP;1;817800;385;384000;1443625
2011;9;9011110;21;245;ES;1;817800;385;384600;832354
2011;4;9011110;21;87;MG;1;817800;8242;8244480;41069079
2011;10;9011110;21;301;MG;1;727600;641;643800;2400351
2011;7;9011110;21;63;MG;1;717600;20;20400;78200
2011;3;9011110;21;190;BA;1;817800;84;84000;483840
2011;7;9011110;21;246;MG;1;717600;151;151200;381347
2011;10;9011110;21;399;BA;1;817800;80;79980;463304
2011;1;9011110;21;756;MG;1;817800;19;19200;77442
2011;10;9011110;21;427;MG;1;817800;38;38400;208679
2011;6;9011110;21;538;PR;1;817800;43;43200;241920
2011;10;9011110;21;676;ES;1;727600;259;259200;562464
2011;4;9011110;21;301;MG;1;727600;217;217620;645156
2011;1;9011110;21;249;BA;1;817800;180;180660;700080
2011;1;9011110;21;23;BA;1;717800;235;233160;941292
2011;10;9011110;21;676;ES;1;717600;114;115200;514220
2011;7;9011110;21;163;ES;1;727600;62;62400;215328
2011;4;9011110;21;63;PR;7;1010900;54;53520;191334
2011;9;9011110;21;195;MG;1;817800;423;422400;2001638
2011;10;9011110;21;493;ES;1;817800;2616;2613000;6266162
2011;9;9011110;21;239;ND;1;817800;360;360000;1385100
2011;9;9011110;21;249;ND;1;717600;164;164400;809012
2011;4;9011110;21;246;ES;1;727600;587;588000;1703548
2011;3;9011110;21;427;MG;1;817800;115;115200;497570
2011;3;9011110;21;275;ES;1;727600;147;147000;291130
2011;7;9011110;21;244;ES;1;727600;171;168600;607464
2011;6;9011110;21;160;MG;1;717800;8;8400;51298
2011;7;9011110;21;151;ES;1;727600;19;19200;69120
2011;4;9011110;21;573;ES;4;817600;1;1200;6805
2011;9;9011110;21;160;MG;1;717600;19;19200;98042
2011;7;9011110;21;69;ES;1;717600;19;19200;88896
2011;3;9011110;21;345;MG;1;717600;36;36000;111830
2011;10;9011110;21;455;MG;1;927800;173;172800;858816
2011;9;9011110;21;23;ND;1;817800;3161;3161700;15583128
2011;7;9011110;21;586;ES;7;910600;54;53520;134692
2011;11;9011110;21;23;BA;1;517600;192;192000;1018862
2011;11;9011110;21;628;MG;1;717600;77;76800;392819
2011;7;9011110;21;246;MG;1;817800;514;513600;1808476
2011;11;9011110;21;249;ND;1;717600;701;701400;2925728
2011;9;9011110;21;275;ES;1;727600;518;518400;1082451
2011;11;9011110;21;474;PR;1;817800;19;19200;94848
2011;9;9011110;21;87;ES;1;817800;40;39600;171101
2011;3;9011110;21;63;MG;1;717600;20;20400;59500
2011;6;9011110;21;820;MG;1;727600;67;67320;276012
2011;2;9011110;21;69;ES;1;717600;76;76800;299480
2011;2;9011110;21;69;MG;1;817800;357;358285;1719714
2011;7;9011110;21;548;MG;1;817800;19;19200;89101
2011;7;9011110;21;628;BA;1;817800;19;19200;104977
2011;9;9011110;21;431;MG;1;717800;38;38400;147840
2011;2;9011110;21;195;ND;1;727600;230;230400;623848
2011;8;9011110;21;628;SP;1;817800;57;57600;339695
2011;8;9011110;21;431;ES;1;727600;1455;1459200;5001996
2011;9;9011110;21;59;ND;1;517600;115;115200;331085
2011;9;9011110;21;628;MG;1;717800;154;153600;822888
2011;8;9011110;21;249;BA;1;727600;663;663000;1666404
2011;12;9011110;21;379;MG;1;817800;38;38400;199182
2011;5;9011110;21;628;ND;1;817800;57;57600;295977
2011;5;9011110;21;386;SP;1;817800;1459;1459820;8324401
2011;5;9011110;21;23;ES;1;727600;2996;2996400;7565302
2011;8;9011110;21;249;MG;1;817800;17570;17589120;92547076
2011;2;9011110;21;53;ES;1;727600;173;175200;506427
2011;12;9011110;21;249;ND;1;817800;2900;2901000;10458467
2011;2;9011110;21;628;BA;1;517600;77;76800;372480
2011;8;9011110;21;63;MG;1;717800;26;26400;137280
2011;12;9011110;21;161;MG;1;817800;243;244800;1275000
2011;12;9011110;21;670;MG;1;817800;177;177600;808463
2011;12;9011110;21;249;ND;1;727600;143;143400;300268
2011;2;9011110;21;245;MG;1;717600;58;58800;265425
2011;12;9011110;21;17;ES;1;727600;38;38400;132096
2011;12;9011110;21;245;ND;1;817800;135;134400;542241
2011;2;9011110;21;246;MG;1;717600;151;151200;393348
2011;2;9011110;21;375;MG;1;817800;19;19200;83051
2011;12;9011110;21;628;SP;1;817800;211;211200;1132801
2011;8;9011110;21;676;MG;1;717600;60;60000;308450
2011;5;9011110;21;820;ND;1;817800;85;85200;208910
2011;5;9011110;21;161;ND;1;817800;36;36000;158886
2011;8;9011110;21;149;ND;1;817800;38;38400;187123
2011;8;9011110;21;87;BA;1;517600;19;19200;102924
2011;12;9011110;21;69;ND;1;817800;18;18000;61758
2011;12;9011110;21;603;SP;1;817800;87;86400;417158
2011;12;9011110;21;744;MG;1;817800;53;52800;168943
2011;5;9011110;21;246;PR;1;817800;77;76800;235345
2011;12;9011110;21;741;SP;1;817800;38;38400;214484
2011;5;9011110;21;23;ND;1;817800;382;381600;2008325
2011;5;9011110;21;538;MG;1;717600;38;38400;209912
2011;5;9011110;21;431;MG;1;817800;38;38400;115584
2011;5;9011110;21;23;BA;1;517600;43;43200;250992
2011;3;9011110;21;573;MG;1;817800;1510;1505880;6409000
2011;9;9011110;21;670;BA;1;817800;77;76800;414830
2011;7;9011110;21;245;SP;1;817800;445;446400;2236756
2011;10;9011110;21;399;MG;1;717600;328;331200;1845851
2011;9;9011110;21;271;PR;1;817800;324;324000;1840234
2011;1;9011110;21;386;PR;1;817800;1163;1162810;5018800
2011;11;9011110;21;245;MG;1;817800;3094;2493759;14123847
2011;6;9011110;21;149;ND;1;817800;19;19200;76193
2011;3;9011110;21;69;MG;1;817800;634;636960;3129826
2011;11;9011110;21;23;ES;1;727600;668;667200;1603926
2011;6;9011110;21;246;MG;1;817800;614;614400;2229750
2011;7;9011110;21;190;SP;1;817800;166;166680;942942
2011;10;9011110;21;69;MG;1;717600;57;57600;281907
2011;10;9011110;21;232;MG;1;817800;353;351992;1609802
2011;1;9011110;21;149;SP;1;817800;533;533700;2055941
2011;1;9011110;21;249;MG;1;727600;315;314400;1254144
2011;1;9011110;21;548;BA;1;717600;19;19200;76191
2011;11;9011110;21;149;MG;1;717600;192;192000;1015593
2011;7;9011110;21;249;ND;1;817800;1684;1684800;7706942
2011;10;9011110;21;301;MG;1;817800;269;270978;1190213
2011;1;9011110;21;431;ES;1;727600;1617;1617000;3843532
2011;11;9011110;21;275;ES;1;727600;343;343200;672929
2011;3;9011110;21;827;ES;1;727600;856;857700;3066394
2011;4;9011110;21;271;MG;1;817800;2429;2429100;13088369
2011;3;9011110;21;548;MG;1;817800;114;115200;617106
2011;4;9011110;21;399;MG;1;817800;8572;8575200;41176217
2011;11;9011110;21;249;BA;1;717600;154;153600;708557
2011;9;9011110;21;538;MG;1;817800;1252;1254900;6528249
2011;9;9011110;21;744;ES;1;817800;492;492000;1852660
2011;9;9011110;21;607;ND;1;817800;19;19200;97133
2011;10;9011110;21;63;PR;7;1010900;54;53520;189996
2011;11;9011110;21;607;MG;1;717600;114;115200;557856
2011;11;9011110;21;386;ND;1;817800;351;354000;1260389
2011;1;9011110;21;23;BA;1;717600;269;270000;1048412
2011;6;9011110;21;244;ES;1;727600;74;74100;265362
2011;4;9011110;21;232;SP;1;817800;86;86400;454532
2011;6;9011110;21;403;MG;1;817800;288;288000;821760
2011;11;9011110;21;607;MG;1;817800;129;129000;662205
2011;9;9011110;21;87;ND;1;817800;189;189600;968094
2011;9;9011110;21;246;BA;1;727600;38;38400;130560
2011;9;9011110;21;383;ES;1;817800;57;57600;213195
2011;9;9011110;21;827;ES;1;727600;1323;1327500;5117097
2011;11;9011110;21;386;MG;1;717800;76;76800;381262
2011;3;9011110;21;744;BA;1;727600;79;79200;223158
2011;3;9011110;21;399;MG;1;717800;18;17400;90994
2011;3;9011110;21;386;PR;1;817800;1281;1281600;6799161
2011;6;9011110;21;827;ND;1;727600;234;233760;640041
2011;6;9011110;21;63;SP;7;1010900;54;53520;237878
2011;7;9011110;21;158;ES;1;717800;519;518400;1266163
2011;4;9011110;21;111;PR;1;817800;87;86400;455597
2011;1;9011110;21;249;ND;1;817800;243;243000;1083843
2011;9;9011110;21;161;ND;1;817800;18;18000;93402
2011;3;9011110;21;628;BA;1;517600;51;51360;296908
2011;6;9011110;21;190;ND;1;817800;54;54000;249192
2011;3;9011110;21;232;ND;1;817800;42;42000;139874
2011;4;9011110;21;239;MG;1;727600;230;230400;717506
2011;1;9011110;21;628;ES;1;727600;147;147000;619004
2011;6;9011110;21;764;MG;1;717800;5;4800;27120
2011;9;9011110;21;23;MG;1;727600;838;838560;4386086
2011;3;9011110;21;676;ND;1;717800;410;410400;1894571
2011;1;9011110;21;573;ES;1;727600;19;19200;58752
2011;4;9011110;21;386;MG;1;727600;16;16380;84685
2011;6;9011110;21;245;BA;1;717800;90;90120;522696
2011;6;9011110;21;845;MG;7;1015500;29;28200;97870
2011;6;9011110;21;249;MG;4;817600;1;1200;15212
2011;7;9011110;21;301;MG;1;717800;42;42000;192072
2011;7;9011110;21;87;MG;1;727600;173;172800;879882
2011;1;9011110;21;764;PR;1;817800;77;76800;305620
2011;9;9011110;21;158;ES;7;1010900;78;77400;256280
2011;10;9011110;21;244;ES;1;817800;38;38400;152381
2011;10;9011110;21;275;ND;1;817800;194;194400;903248
2011;10;9011110;21;538;BA;1;817800;17;16800;86485
2011;7;9011110;21;149;SP;1;817800;58;57600;345092
2011;9;9011110;21;245;MG;1;927800;336;336000;2009102
2011;6;9011110;21;383;MG;1;817800;19;19200;118464
2011;1;9011110;21;161;MG;1;717600;20;19200;89040
2011;7;9011110;21;845;MG;7;1015500;27;26400;91620
2011;10;9011110;21;573;MG;1;717600;38;38400;218632
2011;11;9011110;21;573;ES;1;727600;130;129600;223049
2011;2;9011110;21;23;SP;1;817800;3685;3685080;14677794
2011;9;9011110;21;23;ND;1;717600;346;345600;1684109
2011;10;9011110;21;538;MG;1;717600;43;43200;208579
2011;2;9011110;21;399;SP;1;817800;1110;1110480;3902519
2011;2;9011110;21;23;ES;1;717800;324;324000;669614
2011;2;9011110;21;249;ND;1;717600;466;465600;1639597
2011;10;9011110;21;127;ES;1;727600;77;76800;259584
2011;2;9011110;21;275;ES;1;727600;160;160800;395175
2011;2;9011110;21;676;ND;1;817800;79;79200;249005
2011;2;9011110;21;245;PR;1;817800;143;143400;515998
2011;2;9011110;21;158;MG;1;717800;26;25800;73102
2011;2;9011110;21;249;MG;1;717600;578;582000;2389864
2011;2;9011110;21;151;MG;1;727600;38;38400;104064
2011;2;9011110;21;23;BA;1;517600;379;379200;1618809
2011;8;9011110;21;301;ND;1;817800;19;19200;55181
2011;12;9011110;21;190;MG;1;817800;2325;2323337;11606328
2011;2;9011110;21;573;SP;1;817800;169;168600;658778
2011;12;9011110;21;160;SP;1;817800;19;19200;79305
2011;5;9011110;21;23;SP;1;817800;3287;3284760;17001758
2011;12;9011110;21;245;BA;1;517600;19;19200;92279
2011;2;9011110;21;676;PR;1;817800;115;115200;555491
2011;8;9011110;21;676;MG;1;817800;1162;1164600;5944822
2011;8;9011110;21;827;ES;1;727600;1040;1039200;3759668
2011;2;9011110;21;365;ES;1;727600;154;153600;813562
2011;12;9011110;21;827;ND;1;727600;120;120240;290139
2011;8;9011110;21;249;ES;1;817800;408;408000;1372504
2011;8;9011110;21;87;MG;1;717600;269;268800;1409988
2011;12;9011110;21;301;MG;1;727600;825;827160;3018306
2011;8;9011110;21;764;SP;1;817800;677;677340;2846255
2011;12;9011110;21;603;MG;1;817800;96;96000;362970
2011;12;9011110;21;63;ES;1;727600;52;52800;149160
2011;5;9011110;21;386;ES;1;727600;129;128820;460772
2011;5;9011110;21;764;MG;1;817800;1614;1612200;7103229
2011;2;9011110;21;383;MG;1;727600;19;19200;81407
2011;8;9011110;21;383;ES;1;727600;123;124380;505981
2011;12;9011110;21;23;SP;1;817800;2955;2954160;14645217
2011;2;9011110;21;249;ES;1;817800;95;96000;566400
2011;5;9011110;21;59;ES;1;727600;192;192000;432832
2011;5;9011110;21;676;MG;1;717800;86;86400;492480
2011;12;9011110;21;244;ES;1;727600;78;79200;299642
2011;5;9011110;21;275;PR;1;817800;38;38400;209426
2011;8;9011110;21;69;ES;1;717600;38;38400;191928
2011;5;9011110;21;23;ES;1;717800;108;108000;244819
2011;12;9011110;21;69;ES;1;817800;19;19200;78720
2011;3;9011110;21;23;ES;1;727600;451;451200;1070158
2011;3;9011110;21;23;MG;1;717600;432;432000;2012170
2011;5;9011110;21;63;MG;1;717800;133;134400;523840
2011;3;9011110;21;628;MG;1;817800;1852;1853280;8479326
2011;10;9011110;21;676;MG;1;817800;432;432000;2135243
2011;6;9011110;21;399;MG;1;817800;7986;7988880;40676854
2011;6;9011110;21;161;MG;1;817800;151;152400;818012
2011;3;9011110;21;87;MG;1;717800;514;513600;2739490
2011;3;9011110;21;69;ES;1;717600;57;57600;269048
2011;3;9011110;21;249;ND;1;717600;972;972000;3774978
2011;9;9011110;21;764;MG;1;817800;2367;2365920;12203284
2011;9;9011110;21;399;SP;1;817800;163;163440;938485
2011;10;9011110;21;827;MG;1;727600;240;241260;881276
2011;3;9011110;21;744;MG;1;727600;451;448800;1214112
2011;11;9011110;21;301;ES;1;727600;830;832800;2965771
2011;1;9011110;21;573;MG;1;717800;175;175200;467017
2011;1;9011110;21;53;ES;1;727600;158;158400;478848
2011;6;9011110;21;599;MG;1;817800;19;19200;131840
2011;10;9011110;21;493;ES;1;727600;1981;1979480;5071585
2011;9;9011110;21;23;SP;1;817800;1776;1775640;9337733
2011;1;9011110;21;744;ES;1;727600;1933;1932900;5006551
2011;9;9011110;21;160;ES;1;717800;38;38400;189637
2011;6;9011110;21;386;ND;1;817800;19;19200;87475
2011;10;9011110;21;403;ES;1;727600;355;354900;1361212
2011;1;9011110;21;63;ES;1;727600;64;64800;143160
2011;9;9011110;21;149;MG;1;817800;2382;2385500;11790258
2011;11;9011110;21;246;ES;1;727600;1139;1140000;3955228
2011;11;9011110;21;538;SP;1;817800;144;144000;773102
2011;1;9011110;21;676;MG;1;817800;1474;1474200;5754975
2011;10;9011110;21;249;MG;1;717600;1555;1556400;7805380
2011;3;9011110;21;190;ND;1;817800;331;331800;1478817
2011;3;9011110;21;474;MG;1;817800;38;38400;179183
2011;6;9011110;21;275;MG;1;817800;2644;2642880;13808987
2011;9;9011110;21;246;BA;1;517600;38;38400;131433
