CO_ANO;CO_MES;CO_NCM;CO_UNID;CO_PAIS;SG_UF_NCM;CO_VIA;CO_URF;QT_ESTAT;KG_LIQUIDO;VL_FOB
2007;12;9011110;21;603;MG;1;817800;269;268800;719591
2007;3;9011110;21;87;SP;1;817800;236;235800;519191
2007;8;9011110;21;87;BA;1;517600;114;115200;289364
2007;8;9011110;21;607;MG;1;817800;153;153600;336806
2007;1;9011110;21;245;MG;1;727600;279;278400;687507
2007;11;9011110;21;161;MG;1;817800;189;189600;468842
2007;7;9011110;21;63;PR;1;817800;36;36000;72080
2007;1;9011110;21;190;SP;1;817800;202;201600;454890
2007;3;9011110;21;87;MG;1;717600;386;386400;838440
2007;5;9011110;21;301;MG;1;717600;115;115200;241514
2007;1;9011110;21;827;MG;1;817800;347;346200;819090
2007;7;9011110;21;245;ND;1;817800;44;43200;97788
2007;1;9011110;21;538;MG;1;817800;1033;1033200;2516510
2007;7;9011110;21;676;MG;1;717800;57;57600;125338
2007;10;9011110;21;275;SP;1;817800;566;566400;1373935
2007;1;9011110;21;455;MG;1;727600;18;18000;43939
2007;1;9011110;21;764;MG;1;717800;478;477900;1072196
2007;1;9011110;21;607;MG;1;727600;134;134400;319257
2007;3;9011110;21;23;MG;1;717600;1187;1188000;2570203
2007;10;9011110;21;744;ES;1;727600;1555;1555200;3682128
2007;5;9011110;21;63;MG;1;817800;399;404040;878772
2007;1;9011110;21;399;PR;1;817800;115;115200;284709
2007;1;9011110;21;271;SP;1;817800;127;127200;306070
2007;8;9011110;21;676;BA;1;817800;38;38400;81273
2007;8;9011110;21;386;ND;1;817800;179;177600;427353
2007;10;9011110;21;23;BA;1;817800;108;107640;238556
2007;8;9011110;21;386;SP;1;817800;945;944082;2206892
2007;8;9011110;21;431;ES;1;817800;19;19200;51840
2007;1;9011110;21;586;RO;7;910600;54;54000;95400
2007;8;9011110;21;271;MG;1;817800;2470;2469600;5620010
2007;11;9011110;21;87;SP;1;817800;119;120000;302713
2007;8;9011110;21;386;ES;1;727600;988;989400;1833321
2007;11;9011110;21;199;MG;1;727600;1037;1036800;2629776
2007;12;9011110;21;240;ES;1;727600;38;38400;92536
2007;12;9011110;21;791;MG;1;817800;22;21600;61080
2007;1;9011110;21;431;MG;1;717600;96;96000;216384
2007;1;9011110;21;23;ES;1;717800;43;42540;87207
2007;3;9011110;21;455;SP;1;817800;36;36000;82424
2007;4;9011110;21;383;ES;1;727600;76;76800;169568
2007;4;9011110;21;23;ND;1;817800;43;43200;94051
2007;3;9011110;21;271;MG;1;727600;108;108000;244080
2007;5;9011110;21;232;SP;1;817800;390;390000;824954
2007;1;9011110;21;399;MG;1;717600;135;134800;289281
2007;7;9011110;21;607;MG;1;817800;95;96000;210660
2007;12;9011110;21;498;MG;1;727600;96;96000;227522
2007;5;9011110;21;791;MG;1;817800;66;64800;133358
2007;5;9011110;21;161;ES;1;717600;18;18000;39240
2007;11;9011110;21;63;PR;7;1010900;81;80280;174832
2007;3;9011110;21;756;SP;1;817800;21;21000;51975
2007;8;9011110;21;190;PR;1;817800;101;100800;226800
2007;3;9011110;21;249;SP;1;717800;96;96000;207744
2007;10;9011110;21;87;MG;1;717800;180;180000;404295
2007;12;9011110;21;271;SP;1;817800;17;16800;40320
2007;12;9011110;21;246;PR;1;717800;384;384000;890880
2007;10;9011110;21;573;BA;1;517600;407;405000;947381
2007;10;9011110;21;63;ES;1;727600;19;19200;44250
2007;10;9011110;21;301;BA;1;727600;76;76800;172032
2007;10;9011110;21;767;SP;1;817800;57;57600;144767
2007;12;9011110;21;670;SP;1;817800;38;38400;97316
2007;12;9011110;21;383;BA;1;517600;152;153600;364276
2007;4;9011110;21;151;MG;1;727600;230;230400;523200
2007;4;9011110;21;249;MG;1;717800;58;57600;145728
2007;10;9011110;21;386;GO;1;817800;21;20700;57502
2007;3;9011110;21;764;GO;1;817800;43;43200;95100
2007;12;9011110;21;23;MG;1;717600;254;254400;612468
2007;8;9011110;21;63;SP;1;817800;45;45600;103320
2007;8;9011110;21;764;ES;1;717800;19;19200;48979
2007;8;9011110;21;23;BA;1;717800;155;154200;379976
2007;10;9011110;21;87;SP;1;817800;900;899280;2052143
2007;3;9011110;21;375;SP;1;817800;38;38400;95919
2007;2;9011110;21;431;BA;1;817800;115;115200;276581
2007;10;9011110;21;845;ES;7;1015500;27;27000;59240
2007;12;9011110;21;245;BA;1;727600;38;38400;90162
2007;3;9011110;21;163;MG;1;727600;58;57600;121536
2007;7;9011110;21;386;PR;1;917800;19;19200;48849
2007;3;9011110;21;827;MG;1;717600;57;57600;135168
2007;8;9011110;21;351;SP;1;817800;38;38400;82246
2007;12;9011110;21;63;ES;1;817800;358;358400;818603
2007;12;9011110;21;63;BA;1;517600;96;96000;255600
2007;10;9011110;21;87;BA;1;817800;96;96000;209318
2007;12;9011110;21;23;BA;1;817800;55;55200;150269
2007;2;9011110;21;23;ES;1;717600;74;73080;161301
2007;9;9011110;21;573;MG;1;727600;77;76800;167287
2007;9;9011110;21;538;SP;1;817800;173;172800;440119
2007;9;9011110;21;149;MG;1;717600;57;57600;124258
2007;9;9011110;21;764;MG;1;717800;540;540000;1216163
2007;9;9011110;21;87;MG;1;817800;3670;3671220;8578200
2007;8;9011110;21;87;MG;1;717600;58;57600;119877
2007;6;9011110;21;23;MG;1;727600;432;432000;904788
2007;9;9011110;21;538;BA;1;517600;34;33600;79968
2007;8;9011110;21;249;MG;1;417800;19;19200;55028
2007;6;9011110;21;386;ES;1;727600;3079;3084900;5097602
2007;9;9011110;21;670;ES;1;727600;40;39600;74844
2007;2;9011110;21;249;BA;1;717800;1140;1140000;2532186
2007;9;9011110;21;87;ES;1;727600;312;312000;589104
2007;2;9011110;21;240;MG;1;727600;39;38400;89088
2007;8;9011110;21;275;BA;1;517600;19;19200;48000
2007;2;9011110;21;573;GO;1;817800;83;82800;180308
2007;8;9011110;21;845;PR;7;1010252;28;28800;50590
2007;6;9011110;21;160;MG;1;817800;19;19200;41600
2007;2;9011110;21;187;MG;1;817800;18;18000;44248
2007;6;9011110;21;23;SP;1;817800;1093;1094280;2392474
2007;9;9011110;21;249;MG;1;717800;58;57600;137722
2007;5;9011110;21;573;ES;1;817800;43;43200;99360
2007;2;9011110;21;23;ND;1;817800;886;885600;1927196
2007;2;9011110;21;744;PR;1;817800;38;38400;89088
2007;6;9011110;21;246;MG;1;727600;918;918240;1867124
2007;8;9011110;21;149;SP;1;817800;19;19200;43388
2007;6;9011110;21;573;MG;1;717800;130;129600;316354
2007;9;9011110;21;386;BA;1;517600;96;96000;231009
2007;6;9011110;21;474;PR;1;817800;77;76800;172385
2007;2;9011110;21;271;BA;1;817800;138;137700;330602
2007;6;9011110;21;383;ES;1;727600;38;38400;86170
2007;9;9011110;21;767;SP;1;817800;42;42120;103075
2007;6;9011110;21;573;GO;1;817800;82;82200;180155
2007;2;9011110;21;375;MG;1;817800;38;38400;91688
2007;6;9011110;21;246;MG;1;817800;730;729666;1470517
2007;6;9011110;21;151;MG;1;727600;180;180000;360000
2007;9;9011110;21;249;ES;1;417800;211;211200;405734
2007;6;9011110;21;607;SP;1;817800;84;84000;190680
2007;7;9011110;21;23;MG;1;727600;744;744000;1555775
2007;9;9011110;21;403;BA;1;517600;96;96000;205440
2007;9;9011110;21;764;MG;1;717600;22;21600;44928
2007;6;9011110;21;87;BA;1;517600;127;127200;310313
2007;12;9011110;21;573;MG;1;817800;1433;1431300;3477513
2007;9;9011110;21;744;SP;1;817800;115;115200;264710
2007;11;9011110;21;87;MG;1;717800;771;770400;1808865
2007;11;9011110;21;23;MG;1;717600;518;518400;1281900
2007;3;9011110;21;607;MG;1;817800;687;688800;1515372
2007;12;9011110;21;249;SP;1;817800;2178;2178840;5353227
2007;7;9011110;21;63;MG;1;717800;38;38400;87360
2007;9;9011110;21;69;MG;1;717800;19;19200;45779
2007;12;9011110;21;63;MG;1;717600;19;19200;46720
2007;12;9011110;21;275;MG;1;817800;2008;2011200;4974626
2007;12;9011110;21;383;ES;1;727600;76;76800;189375
2007;7;9011110;21;383;MG;1;817800;114;115200;267516
2007;11;9011110;21;87;ES;1;727600;115;115200;264960
2007;4;9011110;21;246;MG;1;817800;1248;1248000;2539554
2007;3;9011110;21;301;ES;1;727600;630;633600;1381755
2007;4;9011110;21;111;SP;1;817800;41;40800;97865
2007;12;9011110;21;365;MG;1;817800;58;57600;163200
2007;7;9011110;21;386;ND;1;817800;65;64500;151309
2007;3;9011110;21;538;SP;1;817800;258;259200;633603
2007;8;9011110;21;240;ES;1;727600;96;96000;203904
2007;3;9011110;21;23;MG;1;817800;18745;18751020;41983709
2007;12;9011110;21;246;MG;1;727600;1657;1656600;3849565
2007;1;9011110;21;87;MG;1;717800;62;62400;128820
2007;12;9011110;21;63;MG;1;717800;19;19200;51200
2007;3;9011110;21;275;MG;1;817800;3342;3343200;7559885
2007;1;9011110;21;275;MG;1;717600;541;542400;1224213
2007;1;9011110;21;245;PR;1;817800;98;97200;222043
2007;12;9011110;21;245;MG;1;717800;194;194400;484506
2007;10;9011110;21;249;MG;1;727600;1600;1600020;3544858
2007;1;9011110;21;245;ES;1;727600;19;19200;43968
2007;5;9011110;21;245;SP;1;817800;641;644000;1436593
2007;5;9011110;21;741;MG;1;817800;37;37200;82441
2007;3;9011110;21;245;BA;1;517600;113;112200;264798
2007;7;9011110;21;271;SP;1;817800;298;297600;665302
2007;11;9011110;21;87;BA;1;517600;260;260400;621413
2007;3;9011110;21;676;MG;1;727600;65;64800;157680
2007;5;9011110;21;161;SP;1;817800;18;18000;42300
2007;10;9011110;21;301;ES;1;727600;1394;1401600;3196271
2007;10;9011110;21;386;MG;1;727600;205;205200;491508
2007;10;9011110;21;607;MG;1;817800;194;194400;465797
2007;5;9011110;21;63;MG;1;717600;201;201200;377980
2007;4;9011110;21;603;MG;1;717600;96;96000;200002
2007;1;9011110;21;149;PR;1;717800;96;96000;199680
2007;8;9011110;21;386;MG;1;727600;57;57600;136969
2007;10;9011110;21;764;MG;1;817800;3001;3002340;7019795
2007;10;9011110;21;399;PR;1;817800;24;24000;69588
2007;5;9011110;21;603;MG;1;817800;161;160800;350587
2007;7;9011110;21;386;MG;1;717800;84;84000;195175
2007;1;9011110;21;149;SP;1;817800;57;57600;134476
2007;5;9011110;21;383;ES;1;727600;38;38400;77184
2007;8;9011110;21;23;ES;1;817800;324;324000;591236
2007;3;9011110;21;190;SP;1;817800;101;100800;226296
2007;7;9011110;21;245;MG;1;727600;287;288000;667564
2007;7;9011110;21;63;MG;1;727600;10;10200;22175
2007;5;9011110;21;246;MG;1;727600;269;268800;552864
2007;12;9011110;21;431;BA;1;727600;235;234000;561991
2007;1;9011110;21;744;MG;1;727600;845;844800;1832909
2007;4;9011110;21;767;MG;1;817800;154;153600;319572
2007;8;9011110;21;249;MG;1;717600;910;911880;2077160
2007;7;9011110;21;249;PR;1;817800;1603;1602300;3244015
2007;4;9011110;21;111;MG;1;817800;41;40800;82418
2007;11;9011110;21;63;BA;1;517600;79;79200;215160
2007;7;9011110;21;72;PR;1;917800;16;16000;34880
2007;12;9011110;21;158;MG;7;1010900;181;180600;449114
2007;7;9011110;21;245;BA;1;517600;94;93000;231186
2007;5;9011110;21;63;PR;7;1010900;270;267840;517541
2007;11;9011110;21;386;ND;1;817800;571;570900;1346370
2007;7;9011110;21;244;MG;1;727600;209;211200;442024
2007;12;9011110;21;249;BA;1;817800;490;490200;1274543
2007;8;9011110;21;351;MG;1;717600;19;19200;44103
2007;5;9011110;21;573;ES;1;727600;86;86400;198720
2007;11;9011110;21;127;ES;1;727600;57;57600;134784
2007;8;9011110;21;271;SP;1;817800;130;129600;295488
2007;10;9011110;21;53;MG;1;817800;19;19200;49600
2007;4;9011110;21;158;MG;1;817800;14;14400;31240
2007;1;9011110;21;791;MG;1;817800;87;86400;200418
2007;7;9011110;21;737;MG;1;717600;96;96000;185760
2007;10;9011110;21;23;ES;1;817800;172;172800;335924
2007;10;9011110;21;403;ES;1;727600;526;526200;1178665
2007;1;9011110;21;399;MG;1;717800;1010;1011760;2114879
2007;12;9011110;21;275;MG;1;727600;143;143400;382297
2007;8;9011110;21;72;MG;1;817800;352;352800;792447
2007;7;9011110;21;383;ES;1;727600;58;57600;122919
2007;8;9011110;21;249;BA;1;727600;38;38400;82882
2007;4;9011110;21;365;MG;1;717600;96;96000;235200
2007;12;9011110;21;199;MG;1;727600;429;428640;992229
2007;11;9011110;21;548;SP;1;817800;19;19200;52425
2007;3;9011110;21;246;BA;1;727600;19;19200;36319
2007;10;9011110;21;301;MG;1;717800;38;38400;90374
2007;10;9011110;21;845;MG;7;1015500;14;14400;30960
2007;2;9011110;21;791;MG;1;817800;91;91140;207309
2007;8;9011110;21;87;MG;1;727600;127;127200;285871
2007;2;9011110;21;249;PR;1;817800;504;503700;1148191
2007;8;9011110;21;158;MG;7;1010900;362;361200;785581
2007;2;9011110;21;744;ES;1;727600;288;288000;616480
2007;2;9011110;21;301;MG;1;727600;1286;1286400;2448538
2007;12;9011110;21;573;GO;1;817800;87;85800;218211
2007;7;9011110;21;87;PR;1;817800;17;17220;33062
2007;3;9011110;21;676;SP;1;817800;19;19200;39154
2007;7;9011110;21;586;ES;7;910600;27;26760;47053
2007;7;9011110;21;271;ND;1;817800;130;129600;295725
2007;2;9011110;21;63;MG;1;717800;94;93600;250160
2007;5;9011110;21;151;MG;1;727600;95;96000;225408
2007;9;9011110;21;399;MG;1;717800;580;582180;1375899
2007;2;9011110;21;190;SP;1;817800;18;18000;35377
2007;8;9011110;21;573;ES;1;817800;216;216000;492480
2007;2;9011110;21;87;MG;1;727600;135;134400;312938
2007;2;9011110;21;151;ES;1;727600;135;134400;289599
2007;2;9011110;21;163;ES;1;727600;95;96000;217152
2007;10;9011110;21;244;ES;1;727600;57;57600;145956
2007;2;9011110;21;87;MG;1;517600;21;21600;52800
2007;9;9011110;21;386;SP;1;817800;1042;1045020;2477480
2007;2;9011110;21;246;MG;1;717600;691;691200;1583267
2007;10;9011110;21;63;BA;7;1010900;81;80280;183975
2007;9;9011110;21;158;MG;1;727600;13;13200;31100
2007;9;9011110;21;63;ES;1;727600;330;330200;696547
2007;2;9011110;21;573;ES;1;727600;38;38400;67968
2007;2;9011110;21;573;BA;1;517600;195;194400;457272
2007;6;9011110;21;23;MG;1;817800;12401;12399360;26600092
2007;6;9011110;21;23;ES;1;717800;172;170640;423044
2007;6;9011110;21;403;ES;1;727600;422;422400;882624
2007;6;9011110;21;301;ES;1;727600;1008;1010400;2073507
2007;2;9011110;21;676;ES;1;727600;86;86400;186106
2007;9;9011110;21;827;MG;1;727600;881;883200;2030104
2007;2;9011110;21;190;PR;1;817800;54;54000;116640
2007;5;9011110;21;607;MG;1;717600;38;38400;90459
2007;6;9011110;21;275;BA;1;517600;77;76800;157440
2007;2;9011110;21;573;MG;1;717800;48;48000;101604
2007;6;9011110;21;538;MG;1;717800;77;76800;163392
2007;9;9011110;21;23;MG;1;727600;686;686400;1507426
2007;6;9011110;21;63;SP;1;817800;19;19200;40000
2007;9;9011110;21;63;MG;1;727600;9;9000;22650
2007;9;9011110;21;158;ES;1;727600;25;25200;47440
2007;6;9011110;21;301;MG;1;717600;57;57600;123936
2007;4;9011110;21;72;MG;1;817800;324;324000;662450
2007;11;9011110;21;240;MG;1;717600;38;38400;95424
2007;4;9011110;21;275;SP;1;817800;221;221220;484863
2007;9;9011110;21;670;MG;1;817800;95;96000;230272
2007;10;9011110;21;386;SP;1;817800;1006;1007120;2446083
2007;6;9011110;21;163;ES;1;727600;115;115200;249600
2007;9;9011110;21;63;ES;1;717800;53;52800;113080
2007;11;9011110;21;386;SP;1;817800;1874;1876500;4553765
2007;11;9011110;21;399;BA;1;817800;9;9000;25398
2007;11;9011110;21;245;ES;1;727600;325;326400;746344
2007;1;9011110;21;69;MG;1;717800;57;57600;146880
2007;7;9011110;21;271;MG;1;817800;1377;1377600;3120346
2007;7;9011110;21;249;BA;1;517600;74;74400;184212
2007;11;9011110;21;820;MG;1;727600;142;141720;328790
2007;7;9011110;21;764;MG;1;817800;1910;1909800;4178301
2007;7;9011110;21;199;ES;1;727600;995;994500;2058615
2007;11;9011110;21;246;MG;1;727600;4285;4281600;9876146
2007;3;9011110;21;573;SP;1;817800;86;84600;193777
2007;4;9011110;21;249;MG;1;727600;2277;2278020;4549882
2007;1;9011110;21;676;MG;1;817800;230;230400;517347
2007;12;9011110;21;386;MG;1;817800;9839;9854302;26565343
2007;7;9011110;21;63;ES;1;817800;106;105600;195513
2007;3;9011110;21;149;MG;1;717600;85;85500;224095
2007;3;9011110;21;190;MG;1;817800;1141;1141020;2619554
2007;10;9011110;21;23;MG;1;717600;281;280800;645017
2007;7;9011110;21;246;MG;1;727600;1281;1282200;2608675
2007;4;9011110;21;827;MG;1;727600;250;249600;542400
2007;12;9011110;21;383;MG;1;817800;153;153600;405643
2007;3;9011110;21;249;BA;1;717800;368;368760;804672
2007;12;9011110;21;246;MG;1;817800;2036;2035200;4823337
2007;4;9011110;21;190;SP;1;817800;101;100800;226296
2007;1;9011110;21;249;MG;1;727600;1560;1561320;3289517
2007;7;9011110;21;149;MG;1;727600;19;19200;41303
2007;1;9011110;21;351;MG;1;717800;19;19200;45843
2007;10;9011110;21;764;MG;1;717800;692;691200;1730125
2007;12;9011110;21;190;SP;1;817800;578;576480;1467442
2007;8;9011110;21;791;MG;1;817800;259;259200;573001
2007;1;9011110;21;23;MG;1;717800;5340;5336420;11572217
2007;8;9011110;21;249;BA;1;517600;325;326400;815328
2007;10;9011110;21;744;MG;1;727600;1420;1420800;3316128
2007;4;9011110;21;63;PR;7;1010900;350;347880;734428
2007;8;9011110;21;87;MG;1;817800;3342;3343860;7658522
2007;3;9011110;21;232;MG;1;817800;705;703800;1495859
2007;11;9011110;21;427;MG;1;817800;58;57600;138164
2007;4;9011110;21;87;BA;1;517600;133;134400;320839
2007;5;9011110;21;845;ES;7;1010252;43;43200;95440
2007;10;9011110;21;63;MG;1;817800;154;156000;395279
2007;1;9011110;21;271;RO;1;817800;22;21600;38880
2007;11;9011110;21;190;MG;1;717800;36;36000;94845
2007;10;9011110;21;23;MG;1;717800;5235;5227440;12926660
2007;8;9011110;21;764;MG;1;817800;2926;2924880;6458239
2007;5;9011110;21;199;ES;1;727600;195;195000;360750
2007;3;9011110;21;301;MG;1;717600;95;96000;215808
2007;5;9011110;21;245;ES;1;727600;493;496200;1060902
2007;8;9011110;21;249;MG;1;817800;14682;14686248;32058587
2007;5;9011110;21;246;MG;1;817800;806;806400;1690318
2007;4;9011110;21;151;ES;1;727600;269;268800;543360
2007;1;9011110;21;246;SP;1;817800;96;96000;160636
2007;12;9011110;21;741;MG;1;817800;18;18000;45084
2007;4;9011110;21;399;MG;1;717600;80;80000;202400
2007;11;9011110;21;573;MG;1;717600;43;43200;106194
2007;4;9011110;21;301;SP;1;817800;19;19200;43176
2007;5;9011110;21;275;ND;1;817800;19;19200;40488
2007;5;9011110;21;403;MG;1;817800;19;19200;39896
2007;8;9011110;21;820;MG;1;727600;447;446700;951395
2007;8;9011110;21;249;ES;1;417800;77;76800;140387
2007;7;9011110;21;246;MG;1;817800;230;230400;487776
2007;7;9011110;21;399;MG;1;717800;532;531600;1265314
2007;12;9011110;21;245;PR;1;817800;38;38400;86016
2007;11;9011110;21;246;BA;1;517600;192;192000;445440
2007;5;9011110;21;586;RO;7;910600;27;27000;44550
2007;1;9011110;21;573;BA;1;517600;144;144000;352760
2007;5;9011110;21;63;ES;7;1010900;1184;1177440;2205736
2007;8;9011110;21;63;ES;1;727600;233;233800;474243
2007;4;9011110;21;431;MG;1;727600;481;480000;1041633
2007;4;9011110;21;249;BA;1;817800;254;254400;526347
2007;8;9011110;21;63;BA;1;517600;295;295200;760720
2007;1;9011110;21;195;MG;1;717600;326;326400;690200
2007;10;9011110;21;628;SP;1;817800;300;300000;748719
2007;8;9011110;21;573;ND;1;817800;108;108000;226433
2007;11;9011110;21;245;MG;1;717800;123;122400;299261
2007;7;9011110;21;23;BA;1;517600;65;64800;149215
2007;10;9011110;21;756;SP;1;817800;42;42000;98490
2007;10;9011110;21;845;ES;7;1010252;15;14400;33040
2007;12;9011110;21;386;ND;1;817800;543;540660;1392251
2007;3;9011110;21;23;ES;1;717800;47;47100;97968
2007;11;9011110;21;53;ES;1;727600;18;18000;44190
2007;5;9011110;21;670;MG;1;817800;57;57600;126553
2007;7;9011110;21;548;SP;1;817800;50;50400;112504
2007;7;9011110;21;275;BA;1;517600;19;19200;46656
2007;1;9011110;21;23;ES;1;727600;38;38400;75704
2007;4;9011110;21;379;MG;1;817800;38;38400;86784
2007;1;9011110;21;379;MG;1;717800;19;19200;41203
2007;12;9011110;21;87;MG;1;717600;58;57600;142164
2007;10;9011110;21;573;ES;1;817800;129;129600;288144
2007;10;9011110;21;399;MG;4;817600;6;6000;16733
2007;10;9011110;21;249;BA;1;727600;1135;1135200;2221020
2007;10;9011110;21;676;MG;1;717600;38;38400;99475
2007;4;9011110;21;149;BA;1;727600;96;96000;243360
2007;3;9011110;21;744;MG;1;727600;212;211200;478372
2007;3;9011110;21;23;SP;1;717800;726;718560;1535229
2007;2;9011110;21;573;MG;1;817800;3316;3316200;7501345
2007;8;9011110;21;351;MG;1;817800;57;57600;133755
2007;3;9011110;21;23;ND;1;817800;216;216000;479520
2007;12;9011110;21;232;PR;1;817800;7;7200;15952
2007;2;9011110;21;399;SP;1;817800;991;989400;2434630
2007;5;9011110;21;249;BA;1;727600;432;432000;669780
2007;2;9011110;21;386;MG;1;817800;10260;10264500;23610996
2007;4;9011110;21;756;MG;1;817800;38;38400;87580
2007;2;9011110;21;383;MG;1;817800;95;96000;249668
2007;10;9011110;21;351;SP;1;817800;36;36000;85321
2007;10;9011110;21;249;MG;1;517600;54;54000;146889
2007;3;9011110;21;249;ND;1;817800;126;126000;285290
2007;2;9011110;21;573;MG;1;517600;40;39600;88176
2007;2;9011110;21;63;BA;1;517600;45;45600;109080
2007;2;9011110;21;603;MG;1;817800;249;249600;548076
2007;6;9011110;21;63;MG;7;1010900;645;642240;1278029
2007;2;9011110;21;158;PR;7;1010900;232;232200;525585
2007;6;9011110;21;245;SP;1;817800;329;329600;762390
2007;2;9011110;21;744;BA;1;727600;96;96000;211968
2007;2;9011110;21;63;PR;7;1010900;135;133800;298597
2007;2;9011110;21;744;MG;1;727600;634;633600;1400572
2007;9;9011110;21;827;MG;1;717600;57;57600;131328
2007;5;9011110;21;63;MG;1;717800;110;110400;272400
2007;2;9011110;21;72;MG;1;717800;65;64800;162000
2007;6;9011110;21;628;GO;1;817800;19;19200;44573
2007;9;9011110;21;69;SP;1;817800;149;148800;347189
2007;6;9011110;21;301;MG;1;727600;1279;1276800;2650665
2007;9;9011110;21;249;MG;1;817800;11910;11919240;27474245
2007;2;9011110;21;63;ES;1;817800;260;260000;444167
2007;9;9011110;21;249;MG;1;727600;1631;1630200;3542896
2007;2;9011110;21;767;MG;1;817800;76;76800;179525
2007;9;9011110;21;301;MG;1;727600;785;787200;1741555
2007;2;9011110;21;23;PR;1;817800;504;504000;1113862
2007;6;9011110;21;493;SP;1;817800;38;38400;91838
2007;2;9011110;21;246;MG;1;717800;192;192000;444672
2007;9;9011110;21;249;PR;1;817800;2025;2025120;4411200
2007;6;9011110;21;69;SP;1;817800;84;84000;185851
2007;6;9011110;21;72;PR;1;817800;86;86400;189683
2007;9;9011110;21;63;MG;1;717800;144;144000;385760
2007;9;9011110;21;240;ES;1;727600;77;76800;169920
2007;2;9011110;21;69;ES;1;910700;19;19200;45312
2007;7;9011110;21;63;MG;7;1010900;834;829560;1699092
2007;11;9011110;21;573;SP;1;817800;281;280800;624105
2007;6;9011110;21;195;ND;1;817800;20;19500;44460
2007;7;9011110;21;63;MG;1;817800;214;216840;483739
2007;7;9011110;21;249;ES;1;727600;6949;6950400;12516349
2007;4;9011110;21;87;ES;1;717600;19;19200;54182
2007;9;9011110;21;603;BA;1;517600;44;43200;102816
2007;11;9011110;21;249;ES;1;417800;19;19200;44868
2007;9;9011110;21;365;BA;1;717800;128;128400;307004
2007;3;9011110;21;249;MG;1;817800;12174;12178421;27191928
2007;11;9011110;21;63;MG;7;1010900;372;368880;909977
2007;12;9011110;21;199;ES;1;727600;902;902580;1925981
2007;9;9011110;21;386;BA;1;817800;117;117600;288124
2007;11;9011110;21;538;BA;1;517600;108;108000;259200
2007;3;9011110;21;386;SP;1;817800;1374;1375560;3071184
2007;7;9011110;21;163;MG;1;817800;19;19200;42457
2007;11;9011110;21;63;MG;1;717800;103;103200;279520
2007;12;9011110;21;87;MG;1;727600;137;138000;318935
2007;8;9011110;21;245;MG;1;727600;382;381600;826638
2007;7;9011110;21;399;MG;1;817800;8732;8712260;20202992
2007;12;9011110;21;431;ES;1;727600;714;711000;1652484
2007;7;9011110;21;246;ES;1;727600;311;311400;642632
2007;12;9011110;21;403;ES;1;727600;823;822900;1894415
2007;12;9011110;21;245;MG;1;717600;441;441600;1097644
2007;11;9011110;21;399;SP;1;817800;524;522900;1406784
2007;11;9011110;21;249;BA;1;727600;648;648000;1236283
2007;4;9011110;21;23;MG;1;717800;2584;2581080;5763347
2007;7;9011110;21;845;ES;7;1015500;84;84000;171225
2007;7;9011110;21;301;MG;1;817800;358;357600;800023
2007;5;9011110;21;23;MG;1;717600;950;950400;1928277
2007;11;9011110;21;249;GO;1;817800;432;432000;992893
2007;4;9011110;21;827;ES;1;727600;248;249600;534094
2007;3;9011110;21;573;ES;1;727600;105;105600;232896
2007;4;9011110;21;386;SP;1;817800;1234;1231940;2735306
2007;7;9011110;21;72;MG;1;817800;422;422400;900546
2007;10;9011110;21;87;BA;1;517600;216;216000;529545
2007;1;9011110;21;63;MG;1;717800;109;110400;297432
2007;1;9011110;21;301;ES;1;727600;651;655200;1354072
2007;12;9011110;21;827;ES;1;727600;406;405600;989904
2007;11;9011110;21;69;SP;1;817800;19;19200;44233
2007;8;9011110;21;158;ES;7;1010900;155;154800;263160
2007;12;9011110;21;767;SP;1;817800;115;115200;297958
2007;3;9011110;21;431;MG;1;817800;290;288900;647551
2007;12;9011110;21;23;SP;1;817800;3418;3416460;8406279
2007;4;9011110;21;573;MG;1;817800;3043;3042000;6764853
2007;8;9011110;21;23;ES;1;727600;137;136800;284889
2007;1;9011110;21;149;MG;1;817800;1686;1689600;3983829
2007;1;9011110;21;239;MG;1;817800;154;153600;279706
2007;1;9011110;21;764;MG;1;817800;2661;2659500;6065864
2007;5;9011110;21;399;MG;1;817800;9554;9541200;22177412
2007;12;9011110;21;498;MG;1;817800;19;19200;49737
2007;10;9011110;21;827;MG;1;727600;825;827100;1968214
2007;1;9011110;21;676;ES;1;727600;389;388800;933811
2007;4;9011110;21;607;MG;1;717600;58;57600;121909
2007;5;9011110;21;628;MG;1;817800;629;631200;1428421
2007;3;9011110;21;399;BA;1;717800;27;27000;56160
2007;1;9011110;21;63;ES;1;727600;33;32400;64740
2007;4;9011110;21;744;MG;1;817800;77;76800;156400
2007;10;9011110;21;386;MG;1;817800;8506;8510680;21493595
2007;1;9011110;21;827;MG;1;727600;306;307200;685550
2007;12;9011110;21;23;ND;1;817800;194;194400;462613
2007;11;9011110;21;246;MG;1;817800;1152;1152000;2606186
2007;8;9011110;21;744;MG;1;817800;268;268800;685950
2007;5;9011110;21;163;ES;1;727600;172;172800;352128
2007;10;9011110;21;245;BA;1;727600;19;19200;48742
2007;10;9011110;21;23;ND;1;817800;540;540000;1389878
2007;3;9011110;21;249;BA;1;727600;38;38400;60142
2007;3;9011110;21;756;MG;1;817800;19;19200;46753
2007;3;9011110;21;63;PR;1;817800;71;72000;176960
2007;8;9011110;21;628;MG;1;717600;287;286800;656071
